ID,Year_Birth,Education,Income,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,IncomeRaw,Living_With,Children,Family_Size,Is_Parent,TotalSpend,TotalPurchases,AvgPurchaseValue,RecencyYears,CustomerSinceYears,AvgFrequencyRate,CustomerValue,CLV,Churn,IncomeBracket,AgeGroup,Segment,SatisfactionScore,ChurnScore,PredictedSatisfaction_RF,PredictedSatisfaction_GB
6864,1999,Postgraduate,0.082577407949716,2014-05-22,34,8,4,10,2,2,4,2,3,0,3,5,0,0,10979.0,Alone,0,1,0,30,8,3.75,0.0931506849315068,5.4,1.4814814814814814,5.555555555555555,34.5737169942426,1,Low,Young,0,4.026205440642113,0.5,3.951686280593492,4.028429534458938
3033,1973,Postgraduate,0.329363237027249,2013-05-11,56,112,17,44,34,22,89,1,2,5,3,3,0,0,38620.0,Partner,0,2,0,318,11,28.90909090909091,0.1534246575342465,6.36986301369863,1.7268817204301077,49.92258064516129,310.68165147265074,0,Middle,Middle-Aged,0,3.939568859336565,0.1,3.7331978380190134,4.087986680944379
5710,1980,Graduate,0.3465769079675725,2012-10-10,31,110,0,5,2,0,3,2,2,1,4,5,0,0,40548.0,Partner,1,3,1,120,9,13.333333333333334,0.084931506849315,7.021917808219178,1.2817011314865392,17.089348419820524,106.35161325891872,0,Middle,Middle-Aged,0,4.240272255379939,0.1,4.074032967343862,4.1632061381516765
7373,1962,Postgraduate,0.4006999750008928,2012-10-29,8,96,12,96,33,22,43,6,4,1,6,6,0,1,46610.0,Alone,2,3,1,302,17,17.764705882352942,0.021917808219178,7.032876712328767,2.4172185430463573,42.94117647058823,267.2344948849105,0,Middle,Senior,0,7.801583690896573,0.0,7.848164899018909,7.730237515458802
10738,1961,Postgraduate,0.425511588871826,2013-08-29,55,40,0,19,2,1,3,1,2,0,3,7,0,0,49389.0,Alone,2,3,1,65,6,10.833333333333334,0.1506849315068493,6.071232876712329,0.9882671480144404,10.706227436823106,66.62773394580914,1,Middle,Senior,0,3.440632689777538,0.65,3.4717063363775997,3.502146180524774
10755,1986,Undergraduate,0.1963144173422377,2013-09-02,76,6,3,14,15,7,36,3,3,1,2,7,0,0,23718.0,Partner,1,3,1,81,9,9.0,0.2082191780821917,6.002739726027397,1.4993153811045186,13.493838429940666,83.97578718770464,0,Low,Middle-Aged,0,3.120647815076425,0.25,3.109596968321795,3.1940987880577443
8595,1983,Graduate,0.3633709510374629,2014-02-11,99,55,0,6,2,0,4,2,1,1,3,5,0,0,42429.0,Alone,1,2,1,67,7,9.571428571428571,0.2712328767123287,5.495890410958904,1.273678963110668,12.190927218344964,75.86742015800424,1,Middle,Middle-Aged,0,2.4405829139429076,0.5,2.8467518324897396,2.626808786903128
503,1995,Postgraduate,0.1681100674975894,2013-03-12,88,13,1,29,3,0,7,2,2,0,3,8,0,0,20559.0,Partner,1,3,1,53,7,7.571428571428571,0.2410958904109589,6.446575342465754,1.085847853803655,8.221419464513387,51.16410537426781,1,Low,Young,0,2.691997991760152,0.65,2.8467518324897396,2.723943778269559
8430,1967,Graduate,0.1809221099246455,2012-12-24,4,9,0,6,3,1,3,1,0,0,3,5,0,0,21994.0,Partner,1,3,1,22,4,5.5,0.010958904109589,6.890410958904109,0.58051689860835,3.192842942345925,19.869920693231915,1,Low,Senior,0,4.51359074882315,0.5,4.474162566212702,4.523277676605339
2139,1985,Postgraduate,0.0515160172850969,2013-10-02,19,3,1,10,3,2,12,3,2,0,3,5,0,0,7500.0,Partner,1,3,1,31,8,3.875,0.0520547945205479,6.076712328767123,1.3165013525698828,5.101442741208296,31.74765076743639,1,Low,Middle-Aged,0,4.388057322916323,0.5,4.458799107484588,4.386913679624777
9909,2006,Undergraduate,0.0515160172850969,2012-11-09,24,3,18,14,15,22,50,3,3,1,3,9,0,1,7500.0,Partner,0,2,0,122,10,12.2,0.0657534246575342,6.958904109589041,1.437007874015748,17.531496062992122,109.10321700616224,0,Low,Young,0,6.8492777485427245,0.0,6.886049088818566,6.691472018612689
7286,1978,Graduate,0.3571122459912146,2013-05-24,92,13,6,15,3,5,13,1,2,0,2,10,0,0,41728.0,Partner,1,3,1,55,5,11.0,0.2520547945205479,6.235616438356164,0.8018453427065027,8.82029876977153,54.891092424734474,1,Middle,Middle-Aged,0,2.484221777357813,0.65,2.8467518324897396,2.618500471664131
1331,1987,Graduate,0.304096282275633,2013-01-02,54,12,6,20,30,1,3,2,2,0,3,7,0,0,35790.0,Alone,1,2,1,72,7,10.285714285714286,0.147945205479452,6.728767123287671,1.0403094462540716,10.700325732899024,66.59100605438323,1,Middle,Middle-Aged,0,3.528031271514478,0.5,3.4833351915695476,3.5437429798291844
7437,1998,Graduate,0.2339916431556016,2014-04-28,31,13,0,8,2,1,5,1,1,0,4,3,0,0,27938.0,Alone,1,2,1,29,6,4.833333333333333,0.084931506849315,5.4739726027397255,1.0960960960960962,5.297797797797798,32.969621115680894,1,Low,Young,0,3.984012739336245,0.5,4.011825631429626,3.971569627330325
8082,1981,Graduate,0.2141977072247419,2013-05-21,75,1,3,6,3,6,15,1,1,1,2,7,0,1,25721.0,Partner,1,3,1,34,5,6.8,0.2054794520547945,6.2904109589041095,0.7948606271777003,5.405052264808362,33.637094521663386,0,Low,Middle-Aged,0,5.255351055851969,0.4,5.822974903432716,5.395719279617476
1386,1977,Graduate,0.2744901967786864,2014-05-11,0,10,0,1,0,0,0,1,1,0,2,7,0,0,32474.0,Partner,2,4,1,11,4,2.75,0.0,5.523287671232877,0.7242063492063492,1.99156746031746,12.394060154632504,1,Middle,Middle-Aged,0,4.599422313543922,0.5,4.474162566212702,4.523277676605339
1050,1962,Graduate,0.2375093746651905,2014-04-30,58,14,10,13,4,15,9,1,2,1,4,2,0,0,28332.0,Partner,0,2,0,65,8,8.125,0.1589041095890411,5.394520547945206,1.482986287455561,12.049263585576432,74.98580925541545,1,Low,Senior,0,3.481879035708938,0.5,3.422391414582718,3.4568886882393546
5846,1987,Graduate,0.3438805756937252,2012-12-19,68,2,1,6,2,1,1,1,1,0,2,6,0,0,40246.0,Alone,1,2,1,13,4,3.25,0.1863013698630137,6.728767123287671,0.5944625407166124,1.9320032573289905,12.02337609315253,1,Middle,Middle-Aged,0,2.965209969014031,0.65,3.366604864531865,3.1793162281536604
10401,1986,Undergraduate,0.2195993000249991,2013-09-04,12,1,0,5,0,3,9,1,0,0,3,3,1,0,26326.0,Partner,0,2,0,18,4,4.5,0.0328767123287671,6.1726027397260275,0.6480248557478917,2.9161118508655126,18.14774865396862,1,Low,Middle-Aged,0,1.9353459021071155,0.8,3.063173637427631,2.156354802515258
3332,1995,Graduate,0.2502589193243098,2012-08-29,87,64,4,68,7,5,17,4,3,1,4,8,0,0,29760.0,Alone,1,2,1,165,12,13.75,0.2383561643835616,6.983561643835617,1.7183209101608474,23.626912514711652,147.03663361164652,0,Middle,Young,0,3.1056187904390247,0.25,2.907988011669434,3.012970078161919
2261,1979,Graduate,0.2194028784686261,2013-06-23,5,4,1,5,2,0,4,1,1,0,2,7,0,0,26304.0,Partner,1,3,1,16,4,4.0,0.0136986301369863,6.391780821917808,0.6258036862408916,2.503214744963566,15.578178870273392,1,Low,Middle-Aged,0,4.483852248116353,0.5,4.474162566212702,4.5161443555054905
5346,1983,Undergraduate,0.1948948251848148,2013-07-03,87,25,5,19,7,0,23,3,3,0,3,7,0,0,23559.0,Partner,1,3,1,79,9,8.777777777777779,0.2383561643835616,6.13972602739726,1.465863453815261,12.86702365015618,80.07495016297072,0,Low,Middle-Aged,0,2.854091051267675,0.25,2.8503511652139566,2.9311776804584473
4119,1973,Postgraduate,0.329363237027249,2013-05-11,56,112,17,44,34,22,89,1,2,5,3,3,0,0,38620.0,Partner,0,2,0,318,11,28.90909090909091,0.1534246575342465,6.36986301369863,1.7268817204301077,49.92258064516129,310.68165147265074,0,Middle,Middle-Aged,0,3.939568859336565,0.1,3.7331978380190134,4.087986680944379
5268,1970,Graduate,0.2474018785043391,2013-08-11,95,17,8,14,10,4,3,2,1,0,4,7,0,0,29440.0,Partner,2,4,1,56,7,8.0,0.2602739726027397,6.010958904109589,1.164539653600729,9.316317228805833,57.97794875351749,1,Low,Middle-Aged,0,2.52641447866368,0.65,2.8467518324897396,2.645906139001764
273,1980,Postgraduate,0.3072033141673512,2013-07-16,48,130,0,16,0,0,5,5,3,1,4,7,0,0,36138.0,Partner,2,4,1,151,13,11.615384615384617,0.1315068493150684,6.210958904109589,2.093074547860609,24.311865902073222,151.29928283404615,0,Middle,Middle-Aged,0,4.087437910791463,0.1,3.9650283650616576,3.987959680218758
771,1977,Graduate,0.4682689903932002,2014-01-21,79,135,9,39,4,0,7,1,2,2,5,2,0,0,54178.0,Partner,1,3,1,194,10,19.4,0.2164383561643835,5.608219178082192,1.783097215437225,34.59208597948217,215.27585836112232,0,Middle,Middle-Aged,0,3.212118592667138,0.25,2.8562586854655643,3.246417039740925
11178,1982,Postgraduate,0.3630584621977786,2014-03-23,69,15,2,10,0,1,4,1,1,0,3,7,0,0,42394.0,Alone,1,2,1,32,5,6.4,0.1890410958904109,5.468493150684932,0.9143286573146292,5.851703406813627,36.41672475385553,1,Middle,Middle-Aged,0,3.0158440783246308,0.65,3.366604864531865,3.1793162281536604
2230,1980,Postgraduate,0.1954930181064962,2014-05-24,84,27,2,14,0,0,0,3,3,1,3,5,0,0,23626.0,Partner,1,3,1,43,10,4.3,0.2301369863013698,5.257534246575342,1.9020323084940072,8.17873892652423,50.89849290277998,1,Low,Middle-Aged,0,2.9489170888224163,0.55,2.8562586854655643,2.9912051252156373
7516,1993,Graduate,0.2532588121852791,2014-05-22,30,5,3,11,12,5,9,1,2,0,3,6,0,0,30096.0,Partner,1,3,1,45,6,7.5,0.0821917808219178,5.410958904109589,1.108860759493671,8.316455696202533,51.75554141441938,1,Middle,Young,0,4.023214793787729,0.5,4.229569241748418,4.153862633439498
11100,1982,Graduate,0.4471536730831041,2013-04-11,37,51,2,7,0,1,2,2,2,0,3,7,0,0,51813.0,Alone,2,3,1,63,7,9.0,0.1013698630136986,6.504109589041096,1.0762426284751474,9.686183656276327,60.27972704754405,1,Middle,Middle-Aged,0,3.928540336963964,0.5,3.928738783486588,3.908611682260097
1473,1970,Undergraduate,0.4115299453590943,2013-07-23,0,53,1,5,2,1,10,2,2,0,3,8,0,0,47823.0,Alone,1,2,1,72,7,10.285714285714286,0.0,6.323287671232877,1.1070190641247832,11.386481802426342,70.86113989149273,0,Middle,Middle-Aged,0,4.827291168353549,0.35,4.474162566212702,4.620590926560428
1016,1969,Postgraduate,0.2930609621084961,2014-03-30,43,41,1,6,2,0,5,2,2,0,3,6,0,0,34554.0,Alone,1,2,1,55,7,7.857142857142857,0.1178082191780822,5.52054794520548,1.2679900744416872,9.962779156327542,62.00105526486136,1,Middle,Middle-Aged,0,3.776607283208316,0.5,3.9089798372753393,3.7273582992485217
8373,1989,Undergraduate,0.2041355665869076,2013-12-10,94,1,3,6,10,0,9,1,1,0,3,5,0,0,24594.0,Partner,1,3,1,29,5,5.8,0.2575342465753424,5.682191780821918,0.8799421407907425,5.103664416586306,31.76147685107542,1,Low,Young,0,2.411495800701655,0.65,2.8467518324897396,2.6042489092363597
7533,1974,Graduate,0.4228956108710403,2013-09-24,15,144,1,32,2,1,7,4,4,1,4,7,0,0,49096.0,Partner,2,4,1,187,13,14.384615384615383,0.0410958904109589,6.109589041095891,2.1278026905829597,30.607623318385652,190.47947516572432,0,Middle,Middle-Aged,0,4.915498863451775,0.1,4.779170540256276,4.693086636413076
3629,1988,Graduate,0.3288007571158173,2012-12-19,17,76,3,31,4,4,27,2,3,1,3,7,0,0,38557.0,Alone,1,2,1,145,9,16.11111111111111,0.0465753424657534,6.868493150684931,1.3103310729956124,21.110889509373756,131.3787454908864,0,Middle,Middle-Aged,0,4.60077629818142,0.1,4.519137878716639,4.597285724666162
2286,1972,Graduate,0.4379754294489482,2013-09-10,27,64,1,21,0,1,27,2,2,1,3,6,0,0,50785.0,Alone,2,3,1,114,8,14.25,0.073972602739726,6.115068493150685,1.3082437275985663,18.64247311827957,116.0171261395512,0,Middle,Middle-Aged,0,4.274121871317382,0.2,4.305484831695148,4.278328191249414
5234,1977,Undergraduate,0.2591246741187815,2013-07-11,85,12,5,25,0,9,30,2,1,1,3,5,0,0,30753.0,Partner,2,4,1,81,7,11.571428571428571,0.2328767123287671,6.123287671232877,1.1431767337807606,13.228187919463087,82.32257258535162,0,Middle,Middle-Aged,0,2.790677047625232,0.35,2.8467518324897396,2.8320196666839075
9862,1979,Graduate,0.1802435627299025,2013-11-14,37,1,6,7,11,5,3,2,2,0,3,6,0,0,21918.0,Partner,1,3,1,33,7,4.714285714285714,0.1013698630136986,5.909589041095891,1.1845155308298565,5.584144645340751,34.75163459212674,1,Low,Middle-Aged,0,3.900149675729897,0.5,3.928738783486588,3.908611682260097
6205,1977,Postgraduate,0.2752312417413664,2014-02-24,13,34,3,29,0,4,10,3,2,1,3,5,0,1,32557.0,Alone,1,2,1,80,9,8.88888888888889,0.0356164383561643,5.695890410958904,1.5800865800865802,14.045214045214047,87.40714599410252,0,Middle,Middle-Aged,0,7.017481150219167,0.0,6.999451081325258,7.007478536753331
8442,1995,Postgraduate,0.1587443305596228,2013-09-04,63,9,0,7,3,4,7,2,1,0,3,7,0,0,19510.0,Partner,2,4,1,30,6,5.0,0.1726027397260274,6.032876712328767,0.994550408719346,4.97275204359673,30.94677393081388,1,Low,Young,0,3.215027303991263,0.65,3.3881507904603354,3.2879254319070084
7386,1986,Graduate,0.2612585264811971,2013-04-22,83,17,0,14,7,3,2,1,1,0,3,7,0,0,30992.0,Alone,1,2,1,43,5,8.6,0.2273972602739726,6.347945205479451,0.7876564523090204,6.773845489857575,42.15546304723124,1,Middle,Middle-Aged,0,2.68940882900403,0.65,2.8467518324897396,2.7663745325596847
3381,1963,Postgraduate,0.4697867933288097,2014-06-08,51,70,0,16,0,0,4,2,2,0,4,6,0,0,54348.0,Partner,2,4,1,90,8,11.25,0.1397260273972602,5.306849315068494,1.507485802787816,16.95921528136293,105.54175972480976,0,Middle,Senior,0,3.673960499290541,0.35,3.5434372504906677,3.6542131059370746
5290,1974,Postgraduate,0.3555319452876683,2013-08-14,51,220,0,33,3,0,23,5,5,1,5,8,0,0,41551.0,Partner,2,4,1,279,16,17.4375,0.1397260273972602,6.123287671232877,2.612975391498882,45.56375838926174,283.5555277939889,0,Middle,Middle-Aged,0,4.306531470310558,0.1,3.827175682036669,4.284843941779585
5342,1986,Undergraduate,0.0698010785329095,2012-08-08,31,0,1,3,10,6,9,2,1,0,3,8,0,0,9548.0,Alone,1,2,1,29,6,4.833333333333333,0.084931506849315,7.1945205479452055,0.8339680121858339,4.03084539223153,25.085035410940755,1,Low,Middle-Aged,0,3.984012739336245,0.5,4.011825631429626,3.971569627330325
9579,1969,Postgraduate,0.2859897860790686,2013-07-07,61,53,1,34,2,0,16,3,2,2,2,8,0,0,33762.0,Partner,3,5,1,106,9,11.77777777777778,0.1671232876712328,6.2,1.4516129032258065,17.096774193548388,106.3978258467982,0,Middle,Middle-Aged,0,3.505212226337889,0.25,3.448422926566953,3.539430162337566
7660,1983,Postgraduate,0.3047212599550016,2014-05-19,37,15,0,8,4,2,20,2,1,1,2,5,0,1,35860.0,Alone,2,3,1,49,6,8.166666666666666,0.1013698630136986,5.3999999999999995,1.1111111111111112,9.074074074074074,56.47040442392959,0,Middle,Middle-Aged,0,6.240554113604022,0.4,6.3767477791521845,6.053514510277254
1461,1975,Postgraduate,0.314194135923717,2013-07-28,74,17,1,12,3,1,4,2,2,0,3,7,0,0,36921.0,Alone,2,3,1,38,7,5.428571428571429,0.2027397260273972,6.106849315068493,1.1462539255271422,6.2225213100044865,38.724424337292994,1,Middle,Middle-Aged,0,3.014647819582878,0.65,3.286846522610341,3.160422853477453
9701,1998,Graduate,0.3584961251383879,2013-03-19,13,32,34,41,73,16,116,3,4,2,3,7,0,0,41883.0,Partner,1,3,1,312,12,26.0,0.0356164383561643,6.632876712328767,1.809169764560099,47.03841387856257,292.73270567318565,0,Middle,Young,0,5.025200296524685,0.1,4.903977716280687,4.967720112838249
10837,1985,Graduate,0.1984482697046534,2012-10-28,47,2,1,18,20,11,16,1,2,0,3,6,0,1,23957.0,Partner,1,3,1,68,6,11.333333333333334,0.1287671232876712,6.928767123287671,0.8659549228944247,9.81415579280348,61.07613208520295,0,Low,Middle-Aged,0,6.017931181119104,0.4,6.148215806371424,5.779968182071357
3120,1991,Graduate,0.3287114745901932,2013-08-28,49,6,1,10,0,1,4,1,1,0,2,8,1,0,38547.0,Partner,1,3,1,22,4,5.5,0.1342465753424657,6.09041095890411,0.656770130454341,3.612235717498875,22.47991477439418,1,Middle,Young,0,1.0488976905856282,0.8,2.069125315335351,1.3534155165504105
5885,1983,Undergraduate,0.3031856005142673,2012-08-22,94,73,3,90,12,1,32,7,4,1,4,8,0,0,35688.0,Partner,3,5,1,211,16,13.1875,0.2575342465753424,6.983561643835617,2.29109454688113,30.2138093369949,188.02866480034797,0,Middle,Middle-Aged,0,3.207583461067411,0.25,2.951785900709288,3.002178838320982
4050,1976,Postgraduate,0.4274400914253062,2014-06-21,65,42,16,29,12,20,8,1,2,1,4,3,0,0,49605.0,Partner,0,2,0,127,8,15.875,0.1780821917808219,5.232876712328767,1.5287958115183249,24.269633507853403,151.03645928181197,0,Middle,Middle-Aged,0,3.3721304897061315,0.35,3.388594563165239,3.353392096247967
7798,1982,Undergraduate,0.3983250598192921,2012-12-14,28,233,20,57,8,20,91,4,7,1,5,7,0,0,46344.0,Partner,1,3,1,429,17,25.235294117647054,0.0767123287671232,6.852054794520548,2.4810075969612155,62.60895641743303,389.6323812866158,0,Middle,Middle-Aged,0,5.058586976716176,0.1,5.062222785913409,5.017518616767629
92,1998,Graduate,0.2896860826399057,2014-05-12,12,5,7,24,19,14,20,4,3,0,4,6,0,0,34176.0,Alone,1,2,1,89,11,8.090909090909092,0.0328767123287671,5.487671232876712,2.004493260109835,16.21817274088867,100.93005261130044,0,Middle,Young,0,4.781509690822421,0.1,4.614714695665088,4.65285012416408
3025,1968,Graduate,0.4306721188528981,2013-07-08,4,212,6,69,4,12,3,3,6,1,5,7,0,0,49967.0,Alone,1,2,1,306,15,20.4,0.010958904109589,6.353424657534246,2.360931435963778,48.16300129366107,299.73131573766807,0,Middle,Senior,0,5.406206657384737,0.1,4.923308857500576,5.195901128552816
9283,1988,Graduate,0.5220259990714616,2013-09-12,49,8,1,7,2,0,0,1,0,0,3,4,0,0,60199.0,Alone,3,4,1,18,4,4.5,0.1342465753424657,6.049315068493151,0.6612318840579711,2.9755434782608696,18.517607661862005,1,High,Middle-Aged,0,3.4270887466260493,0.65,3.55227187501566,3.5227062912856875
9970,1987,Graduate,0.4789561087104032,2013-10-17,3,42,11,57,10,28,14,1,1,1,6,2,0,0,55375.0,Partner,1,3,1,162,9,18.0,0.0082191780821917,6.07945205479452,1.480396575033799,26.647138350608383,165.83231160726532,0,Middle,Middle-Aged,0,4.953709497987153,0.1,4.665330053149137,4.7918317153956895
2795,1968,Postgraduate,0.2570711760294275,2013-07-01,0,5,0,3,0,0,5,1,1,0,2,7,0,0,30523.0,Alone,3,4,1,13,4,3.25,0.0,6.383561643835616,0.6266094420600858,2.036480686695279,12.673567246687815,1,Middle,Senior,0,4.601315024292861,0.5,4.474162566212702,4.523277676605339
8182,1994,Graduate,0.1919395735866576,2014-01-05,91,53,3,49,7,4,5,4,3,0,4,8,0,0,23228.0,Partner,1,3,1,121,11,11.0,0.2493150684931507,5.61917808219178,1.9575816674792783,21.533398342272065,134.0081316378013,0,Low,Young,0,2.911023954466786,0.25,2.861788820945799,2.9688199527126655
4370,1976,Graduate,0.3727724009856791,2013-11-13,83,18,1,32,6,3,28,3,2,0,4,6,0,0,43482.0,Partner,3,5,1,88,9,9.77777777777778,0.2273972602739726,5.786301369863013,1.5553977272727275,15.208333333333336,94.64555027173915,0,Middle,Middle-Aged,0,2.958849723477827,0.25,2.8503511652139566,3.00739396798906
3712,1969,Graduate,0.4517874361629941,2013-08-28,63,212,5,33,7,0,2,1,3,2,6,4,0,0,52332.0,Alone,0,1,0,259,12,21.583333333333332,0.1726027397260274,6.052054794520548,1.9827976459936625,42.79538252602987,266.3271799407562,0,Middle,Middle-Aged,0,3.77202503867869,0.1,3.5927168607840887,3.84114107553018
3152,1967,Graduate,0.2175011606728331,2014-02-25,84,15,10,19,8,17,20,3,2,1,3,5,0,0,26091.0,Partner,2,4,1,89,9,9.88888888888889,0.2301369863013698,5.498630136986301,1.6367713004484306,16.185849526656703,100.7288965522844,0,Low,Senior,0,2.935735710392313,0.25,2.8503511652139566,2.9944508568503143
5610,1975,Graduate,0.2832577407949716,2014-04-21,58,7,3,10,8,1,7,2,1,0,3,7,0,0,33456.0,Partner,2,4,1,36,6,6.0,0.1589041095890411,5.419178082191781,1.1071789686552072,6.643073811931243,41.34163571020354,1,Middle,Middle-Aged,0,3.341007278537991,0.65,3.4180705943624643,3.392796687463977
6460,1992,Graduate,0.2409556801542802,2013-07-13,78,12,4,6,11,8,16,2,2,0,3,8,0,0,28718.0,Partner,1,3,1,57,7,8.142857142857142,0.2136986301369863,6.136986301369864,1.140625,9.287946428571429,57.801389630240685,1,Low,Young,0,2.936387097857857,0.65,2.8467518324897396,2.9469978777129167
1349,1980,Graduate,0.4349576800828542,2014-04-21,4,85,7,24,2,3,27,1,3,1,3,6,0,0,50447.0,Partner,2,4,1,148,8,18.5,0.010958904109589,5.567123287671232,1.437007874015748,26.58464566929134,165.44340283721328,0,Middle,Middle-Aged,0,4.8596864286289305,0.2,4.641595947132721,4.746804163303345
1880,1969,Postgraduate,0.4625459805006964,2014-01-30,17,81,0,6,0,0,6,2,2,1,3,5,0,0,53537.0,Partner,2,4,1,93,8,11.625,0.0465753424657534,5.7534246575342465,1.3904761904761904,16.164285714285715,100.59469914596274,0,Middle,Middle-Aged,0,4.494852093053363,0.2,4.466320229315664,4.512021660324821
641,1977,Graduate,0.4494839470018928,2014-04-04,77,59,0,12,0,0,48,1,2,2,2,4,0,0,52074.0,Alone,1,2,1,119,7,17.0,0.210958904109589,5.413698630136986,1.2930161943319838,21.981275303643724,136.79539047372822,0,Middle,Middle-Aged,0,3.0191214995349123,0.35,2.8810073099368068,2.961800485606214
