ID,Year_Birth,Education,Income,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,IncomeRaw,Living_With,Children,Family_Size,Is_Parent,TotalSpend,TotalPurchases,AvgPurchaseValue,RecencyYears,CustomerSinceYears,AvgFrequencyRate,CustomerValue,CLV,Churn,IncomeBracket,AgeGroup,Segment,SatisfactionScore,ChurnScore,PredictedSatisfaction_RF,PredictedSatisfaction_GB
6260,1965,Postgraduate,0.720099282168494,2012-11-19,55,984,51,432,180,120,190,1,3,10,13,1,0,1,82384.0,Partner,0,2,0,1957,27,72.48148148148148,0.1506849315068493,6.846575342465753,3.943577430972389,285.83633453381356,1778.8364166318704,0,High,Senior,2,8.804101774580197,0.0,8.187210993884023,8.47623433145004
6853,1992,Postgraduate,0.661110317488661,2013-07-04,12,712,26,538,69,13,80,1,3,6,11,1,0,1,75777.0,Alone,0,1,0,1438,21,68.47619047619048,0.0328767123287671,6.342465753424658,3.311015118790497,226.7257019438445,1410.9750457789464,0,High,Young,2,9.00725682507604,0.0,8.933454883970745,8.911468600636358
4137,1958,Graduate,0.6154780186421913,2013-12-06,29,398,40,367,119,122,30,1,7,4,4,4,0,0,70666.0,Partner,0,2,0,1076,16,67.25,0.0794520547945205,5.8712328767123285,2.7251516565562297,183.26644890340648,1140.5164210067155,0,High,Senior,2,5.590104809881916,0.1,6.080484141091716,5.755819635145462
9369,1989,Undergraduate,0.7719724295560872,2014-03-19,19,688,14,309,201,24,38,1,11,10,10,5,0,1,88194.0,Alone,1,2,1,1274,32,39.8125,0.0520547945205479,5.616438356164384,5.697560975609756,226.8341463414634,1411.649924443266,0,Very High,Young,2,9.307482946655668,0.0,8.957990435544247,8.972770578794215
1357,1980,Graduate,0.652869540373558,2013-04-08,90,856,59,487,58,29,73,7,2,5,5,5,0,0,74854.0,Partner,3,5,1,1562,19,82.21052631578948,0.2465753424657534,6.367123287671233,2.98407917383821,245.3227194492255,1526.7092894091898,0,High,Middle-Aged,2,4.752492222781887,0.1,4.935971808585845,4.773656156956035
1859,1982,Postgraduate,0.6564140566408342,2012-08-27,34,721,111,925,97,18,18,1,7,6,5,5,0,1,75251.0,Partner,0,2,0,1890,19,99.47368421052632,0.0931506849315068,7.134246575342466,2.66321044546851,264.9193548387097,1648.664424088359,0,High,Middle-Aged,2,8.792253896905027,0.0,8.936214518647864,8.965368717759956
7503,1986,Graduate,0.6615388736116566,2012-10-12,40,1032,105,779,137,105,51,0,5,8,9,4,0,1,75825.0,Alone,0,1,0,2209,22,100.4090909090909,0.1095890410958904,6.991780821917809,3.1465517241379306,315.94239811912223,1966.1945506295149,0,High,Middle-Aged,2,9.11992022756774,0.0,8.980997281093202,8.934078786380127
8504,1983,Graduate,0.6951805292668118,2014-05-12,70,350,60,568,110,133,145,1,5,6,7,2,0,0,79593.0,Partner,0,2,0,1366,19,71.89473684210526,0.1917808219178082,5.328767123287672,3.5655526992287916,256.34447300771205,1595.3006273052415,0,High,Middle-Aged,2,5.048213938585633,0.1,5.114449806266793,5.022491644798602
9370,1955,Postgraduate,0.5724438412913824,2013-05-17,68,562,81,276,80,40,81,1,6,3,6,4,0,0,65846.0,Partner,0,2,0,1120,16,70.0,0.1863013698630137,6.32054794520548,2.531426094495015,177.19982661465104,1102.7621982246849,0,High,Senior,2,4.693390076419219,0.1,4.939319073469028,4.7369470518279515
8908,1969,Graduate,0.7630531052462411,2014-05-08,35,217,76,690,50,26,38,1,3,11,5,1,0,1,87195.0,Partner,0,2,0,1097,20,54.85,0.0958904109589041,5.435616438356164,3.679435483870968,201.8170362903226,1255.9617175173123,0,Very High,Middle-Aged,2,8.074447442146859,0.0,8.363789632161248,8.11111085525331
7431,2001,Postgraduate,0.5928002571336738,2012-11-10,40,1332,17,311,23,51,86,1,7,4,5,9,0,1,68126.0,Alone,0,1,0,1820,17,107.05882352941175,0.1095890410958904,6.912328767123288,2.4593737613951645,263.29766151407057,1638.5721901980046,0,High,Young,2,8.468219358620958,0.0,8.685689748391466,8.521406274667495
1592,1980,Graduate,0.7949269668940394,2014-01-24,25,547,99,812,151,82,33,0,4,6,5,1,0,0,90765.0,Partner,0,2,0,1724,15,114.93333333333334,0.0684931506849315,5.747945205479453,2.6096282173498566,299.93326978074356,1866.565437580304,0,Very High,Middle-Aged,2,6.2428708407220395,0.1,6.2888644180953,6.290749354459455
7215,1993,Graduate,0.8949680368558265,2013-03-12,69,722,27,102,44,72,168,0,6,8,13,2,0,1,101970.0,Alone,0,1,0,1135,27,42.03703703703704,0.1890410958904109,6.498630136986302,4.1547217537942664,174.65219224283305,1086.9075840649975,0,Very High,Young,2,7.689352498326977,0.0,7.319534796536788,7.368857410762996
11071,1994,Graduate,0.6953055248026856,2013-04-21,37,450,133,951,173,0,216,1,3,6,6,1,0,1,79607.0,Alone,0,1,0,1923,16,120.1875,0.1013698630136986,6.476712328767123,2.470389170896785,296.90989847715736,1847.7501844929377,0,High,Young,2,8.581161341915534,0.0,8.914691752922412,8.739301478555321
1685,1977,Postgraduate,0.5468643977000821,2013-03-17,21,796,14,590,38,44,0,1,4,5,13,3,0,0,62981.0,Partner,0,2,0,1482,23,64.43478260869566,0.0575342465753424,6.616438356164383,3.4761904761904767,223.9875776397516,1393.9349615176886,0,High,Middle-Aged,2,6.56380411918588,0.1,6.274755885809116,6.422858720619699
821,2002,Postgraduate,0.8136227277597228,2012-10-19,46,962,61,921,52,61,20,1,5,4,12,2,0,0,92859.0,Alone,0,1,0,2077,22,94.4090909090909,0.1260273972602739,6.956164383561644,3.162662465537613,298.58408822371007,1858.1691177414932,0,Very High,Young,2,6.46866262983965,0.1,5.955539551284626,6.242187334385023
8690,1972,Graduate,0.7533748794685904,2013-04-19,73,399,28,756,36,40,126,1,5,7,10,2,0,0,86111.0,Partner,0,2,0,1385,23,60.21739130434783,0.2,6.383561643835616,3.603004291845494,216.96351931330472,1350.2223566663558,0,Very High,Middle-Aged,2,5.220868487943289,0.1,5.120862725009992,5.171225186671435
10240,1959,Graduate,0.6039248598264347,2013-02-19,10,997,26,269,34,13,42,1,10,4,6,4,0,1,69372.0,Partner,0,2,0,1381,21,65.76190476190476,0.0273972602739726,6.717808219178082,3.1260195758564437,205.57300163132135,1279.3361004104902,0,High,Senior,2,9.001435305651276,0.0,8.859156657605913,8.839954659135163
2730,1965,Graduate,0.7016445841219956,2013-08-20,64,536,11,387,149,91,57,1,3,4,10,1,0,0,80317.0,Alone,0,1,0,1231,18,68.38888888888889,0.1753424657534246,6.071232876712329,2.9648014440433212,202.75947653429603,1261.8267767275545,0,High,Senior,2,5.008104448136551,0.1,5.077423313766476,4.927923844734667
9260,1955,Postgraduate,0.6127102603478447,2012-11-05,20,1349,16,249,43,16,33,2,10,6,9,6,0,0,70356.0,Partner,0,2,0,1706,27,63.18518518518518,0.0547945205479452,6.980821917808219,3.867739403453689,244.38383045525904,1520.8663305832365,0,High,Senior,2,7.026702994149598,0.1,6.383558569668071,6.828638462867172
10095,1985,Postgraduate,0.6467179743580586,2013-05-01,9,1001,12,240,16,12,12,1,5,4,10,2,0,0,74165.0,Alone,0,1,0,1293,20,64.65,0.0246575342465753,6.526027397260274,3.064651553316541,198.1297229219144,1233.0145743209946,0,High,Middle-Aged,2,6.5035261979640255,0.1,6.444193948953391,6.4387817081859335
6637,1998,Graduate,0.5823095603728438,2013-11-02,46,277,162,305,173,76,124,1,3,4,7,1,0,0,66951.0,Alone,0,1,0,1117,15,74.46666666666667,0.1260273972602739,5.917808219178082,2.5347222222222223,188.75231481481484,1174.6564405948068,0,High,Young,2,5.163165390759762,0.1,5.841217347221318,5.3347661405366225
8717,1985,Postgraduate,0.7026266919038605,2012-09-12,56,1149,71,449,69,71,26,1,11,8,8,5,0,0,80427.0,Partner,1,3,1,1835,28,65.53571428571429,0.1534246575342465,7.030136986301369,3.982852689010133,261.01909586905697,1624.3920631205738,0,High,Middle-Aged,2,6.339323298552383,0.1,5.4199395354377335,6.13009853936507
10314,1958,Postgraduate,0.7330720331416735,2012-12-16,79,847,66,119,86,89,111,1,9,10,5,4,0,1,83837.0,Partner,0,2,0,1318,25,52.72,0.2164383561643835,6.706849315068493,3.727532679738562,196.51552287581697,1222.9689731191388,0,High,Senior,2,7.508504395943618,0.0,7.468013123878479,7.5299861966875055
6982,1986,Graduate,0.6458519338595049,2013-03-19,14,783,30,537,140,76,15,1,4,10,9,2,0,0,74068.0,Partner,0,2,0,1581,24,65.875,0.0383561643835616,6.630136986301371,3.619834710743801,238.4566115702479,1483.9796526904418,0,High,Middle-Aged,2,6.882629606133857,0.1,6.485305917974806,6.7107556077346775
9938,1964,Graduate,0.6994125209813935,2013-09-19,82,519,17,813,27,173,51,1,4,6,6,2,0,0,80067.0,Partner,0,2,0,1600,17,94.11764705882354,0.2246575342465753,5.93972602739726,2.862084870848709,269.3726937269373,1676.3787502005457,0,High,Senior,2,4.867509223380221,0.1,4.999240103211561,4.83494405990393
6422,1964,Graduate,0.7587943287739723,2013-01-17,20,344,189,482,50,33,172,1,5,6,5,2,0,0,86718.0,Partner,0,2,0,1270,17,74.70588235294117,0.0547945205479452,6.780821917808219,2.507070707070707,187.29292929292927,1165.574291831357,0,Very High,Senior,2,6.0469547943244075,0.1,6.265591247989896,6.098486293234405
10424,1978,Graduate,0.6624049141102103,2013-12-09,60,265,138,553,224,23,92,1,4,4,9,1,0,0,75922.0,Alone,0,1,0,1295,18,71.94444444444444,0.1643835616438356,5.778082191780822,3.1152204836415365,224.12280701754383,1394.7765303203662,0,High,Middle-Aged,2,5.164912665942493,0.1,5.253239088157901,5.2386928516314955
2798,1987,Postgraduate,0.8966644048426842,2012-11-02,54,763,29,138,76,176,58,0,7,9,10,4,0,1,102160.0,Partner,0,2,0,1240,26,47.69230769230769,0.147945205479452,6.895890410958904,3.77036154151768,179.81724274930474,1119.0510830699072,0,Very High,Middle-Aged,2,8.092911613890285,0.0,7.748646255271609,7.966624844001066
380,1964,Graduate,0.5603996285846934,2012-09-10,17,1170,48,320,42,32,192,5,11,4,9,8,0,1,64497.0,Alone,1,2,1,1804,29,62.206896551724135,0.0465753424657534,7.142465753424657,4.060222477943997,252.57383966244723,1571.8349614749586,0,High,Senior,2,9.687030855077143,0.0,9.169192829754993,9.519873698498536
6521,1964,Graduate,0.6807078318631476,2014-03-18,18,613,22,319,33,102,12,1,4,6,9,1,0,0,77972.0,Partner,0,2,0,1101,20,55.05,0.0493150684931506,5.621917808219178,3.5575048732943473,195.84064327485385,1218.769015779939,0,High,Senior,2,6.105282649926146,0.1,6.2712571230894785,6.187885890046903
0,1995,Graduate,0.6180225706224777,2013-05-04,66,239,10,554,254,87,54,1,3,4,9,1,0,0,70951.0,Partner,0,2,0,1198,17,70.47058823529412,0.1808219178082191,6.361643835616438,2.6722652885443585,188.31610680447892,1171.9418007808113,0,High,Young,2,4.8720402582034374,0.1,5.052215617997764,4.903593617580868
6274,1958,Postgraduate,0.7326524052712402,2013-11-15,81,1076,16,417,42,48,16,1,8,10,6,3,0,0,83790.0,Partner,0,2,0,1615,25,64.6,0.2219178082191781,5.786301369863014,4.320549242424242,279.107481060606,1736.9609510097575,0,High,Senior,2,5.359474727702628,0.1,5.1085992681743395,5.308785959985356
2075,1979,Graduate,0.6314953037391521,2013-11-14,56,377,10,540,80,30,10,1,3,5,7,1,0,0,72460.0,Partner,0,2,0,1047,16,65.4375,0.1534246575342465,5.857534246575343,2.7315247895229184,178.744153414406,1112.372959414528,0,High,Middle-Aged,2,4.9130305556027825,0.1,5.093898491627945,5.097244478267424
460,1982,Postgraduate,0.6981893503803435,2012-08-08,72,792,86,740,67,51,17,1,3,5,8,2,0,0,79930.0,Partner,0,2,0,1753,17,103.11764705882354,0.1972602739726027,7.082191780821918,2.4003868471953576,247.52224371373308,1540.3975207089395,0,High,Middle-Aged,2,5.252905280273795,0.1,5.181004435022461,5.194277402168163
5341,1972,Undergraduate,0.7164476268704688,2013-01-05,2,983,76,184,180,138,27,1,6,3,4,7,0,0,81975.0,Alone,1,2,1,1588,14,113.42857142857144,0.0054794520547945,6.863013698630136,2.039920159680639,231.38522954091815,1439.9725397032023,0,High,Middle-Aged,2,6.610841258718196,0.1,6.523527111954943,6.413216899461227
313,1978,Graduate,0.6403789150387486,2013-10-28,98,901,61,757,186,163,20,1,6,5,10,3,0,0,73455.0,Alone,0,1,0,2088,22,94.9090909090909,0.2684931506849315,5.789041095890411,3.8002839564600097,360.6814955040227,2244.617991110928,0,High,Middle-Aged,2,5.227933379039703,0.1,5.0827440632123055,5.261660844909988
9529,2000,Graduate,0.6424502696332274,2013-11-28,8,559,153,503,218,13,181,1,3,9,9,2,0,1,73687.0,Partner,0,2,0,1627,22,73.95454545454545,0.021917808219178,5.950684931506849,3.697053406998158,273.41390423572744,1701.5282905206582,0,High,Young,2,9.339073190346276,0.0,9.004398750531523,9.148748513058347
2176,1982,Graduate,0.7000107139030748,2013-05-20,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,80134.0,Partner,1,3,1,1690,16,105.625,0.1095890410958904,6.389041095890411,2.5042881646655233,264.5154373927959,1646.150737144828,0,High,Middle-Aged,2,8.288479434284325,0.0,8.577122091163034,8.389566331074308
9265,1963,Graduate,0.6544141280668547,2013-01-09,74,925,64,179,133,12,77,2,9,4,6,5,0,0,75027.0,Partner,1,3,1,1390,21,66.19047619047619,0.2027397260273972,6.654794520547945,3.155619596541787,208.8719637710992,1299.866429421662,0,High,Senior,2,5.088112445044304,0.1,5.106839735208531,5.083637614644196
8867,1998,Postgraduate,0.5876218706474768,2012-08-31,90,864,134,768,150,38,172,1,4,10,5,3,0,0,67546.0,Partner,0,2,0,2126,20,106.3,0.2465753424657534,6.96986301369863,2.869496855345912,305.0275157232704,1898.2683007331827,0,High,Young,2,5.3429503796380375,0.1,5.0827440632123055,5.299594280630111
8932,1979,Postgraduate,0.5664619120745688,2012-10-29,57,960,28,183,220,70,70,4,9,6,6,6,0,0,65176.0,Partner,1,3,1,1531,25,61.24,0.1561643835616438,6.898630136986301,3.623907863383638,221.928117553614,1381.118387285458,0,High,Middle-Aged,2,5.857429719286825,0.1,5.310094955750673,5.703567974092002
1225,1973,Graduate,0.6999214313774508,2014-06-26,47,483,84,398,205,84,241,1,3,7,8,1,0,0,80124.0,Partner,0,2,0,1495,19,78.6842105263158,0.1287671232876712,5.2684931506849315,3.60634425377015,283.76235049401976,1765.929455928237,0,High,Middle-Aged,2,5.72368225647173,0.1,5.882242530355543,5.75639037546706
291,1980,Graduate,0.6357808649691082,2013-06-19,13,182,74,298,162,149,116,1,3,3,6,1,0,0,72940.0,Partner,0,2,0,981,13,75.46153846153847,0.0356164383561643,6.380821917808219,2.0373550880206097,153.7419493344783,956.777516358019,0,High,Middle-Aged,2,5.715025767700073,0.1,6.314429861892689,5.811294477478593
2379,1963,Graduate,0.6029873933073818,2012-09-22,31,778,44,499,95,73,146,2,3,4,5,7,0,1,69267.0,Alone,0,1,0,1635,14,116.78571428571428,0.084931506849315,7.071232876712329,1.9798527702440916,231.2185199535064,1438.93506108603,0,High,Senior,2,8.339545753517031,0.0,8.726475909917044,8.5677237774455
10102,1976,Graduate,0.6983322024213421,2014-05-12,19,395,183,565,166,141,28,1,5,11,5,3,0,0,79946.0,Alone,0,1,0,1478,22,67.18181818181819,0.0520547945205479,5.468493150684932,4.0230460921843685,270.2755511022044,1681.9974745687027,0,High,Middle-Aged,2,6.551425708952296,0.1,6.319624291312371,6.413242991578502
4543,1990,Graduate,0.7211081747080461,2012-10-31,32,777,129,573,216,21,203,1,2,7,9,4,0,0,82497.0,Partner,0,2,0,1919,19,101.0,0.0876712328767123,6.961643835616439,2.7292404565131836,275.65328610783155,1715.4645664365278,0,High,Young,2,6.485842462146296,0.1,6.199410643638001,6.410991649323222
2926,1962,Postgraduate,0.4840987821863505,2012-08-23,62,1241,0,80,0,13,40,3,3,6,11,8,0,0,55951.0,Partner,1,3,1,1374,23,59.73913043478261,0.1698630136986301,7.068493150684931,3.253875968992248,194.38372093023256,1209.7021960313448,0,Middle,Senior,2,5.4751226318839405,0.1,5.288066318460158,5.4946014173197435
9274,1971,Postgraduate,0.7072961679940002,2013-03-28,44,525,147,112,219,147,63,1,6,7,9,2,0,0,80950.0,Partner,0,2,0,1213,23,52.73913043478261,0.1205479452054794,6.523287671232877,3.5258294834103316,185.94918101637967,1157.21178475887,0,High,Middle-Aged,2,5.755846048874133,0.1,5.8999199936619835,5.770854709102288
6963,1957,Graduate,0.6761097817935073,2014-03-05,85,675,11,400,15,45,11,1,2,5,10,1,0,0,77457.0,Alone,0,1,0,1157,18,64.27777777777777,0.2328767123287671,5.473972602739726,3.288288288288288,211.36386386386383,1315.3741941669928,0,High,Senior,2,4.432806412766211,0.1,4.879545848400528,4.4952359238762165
6320,1986,Postgraduate,0.617504731973858,2013-02-06,42,768,44,561,77,44,14,1,6,6,10,3,0,0,70893.0,Alone,0,1,0,1508,23,65.56521739130434,0.1150684931506849,6.6657534246575345,3.4504726674886967,226.2309905466502,1407.8963236476704,0,High,Middle-Aged,2,6.083141621262433,0.1,5.970924047561425,6.025742822074248
9750,1971,Postgraduate,0.5588639691439591,2013-02-07,41,731,60,353,78,12,73,5,10,3,5,7,0,0,64325.0,Alone,1,2,1,1307,23,56.82608695652174,0.1123287671232876,6.6657534246575345,3.4504726674886967,196.07685984381425,1220.2390550447649,0,High,Middle-Aged,2,5.916984559454162,0.1,5.925460527783352,5.866034423440096
7214,1967,Graduate,0.5397753651655297,2013-07-05,49,792,0,275,45,45,126,1,4,8,5,3,0,0,62187.0,Partner,0,2,0,1283,18,71.27777777777777,0.1342465753424657,6.238356164383562,2.885375494071146,205.6631532718489,1279.8971383255998,0,High,Senior,2,5.418220454508677,0.1,5.492117604507512,5.350772744181873
10675,1966,Postgraduate,0.5768008285418378,2013-04-03,82,909,11,218,0,0,23,2,9,3,5,5,0,1,66334.0,Partner,1,3,1,1161,19,61.10526315789474,0.2246575342465753,6.402739726027397,2.967479674796748,181.3286264441592,1128.4568304543172,0,High,Senior,2,6.947463142838004,0.0,7.420091932630746,7.158986815584692
7381,1978,Graduate,0.6603603442734187,2012-12-06,10,797,153,293,72,97,30,1,11,4,6,4,0,1,75693.0,Alone,0,1,0,1442,22,65.54545454545455,0.0273972602739726,6.923287671232877,3.177681044717056,208.2825484764543,1296.1983394556185,0,High,Middle-Aged,2,9.115876709149555,0.0,8.872679022152171,8.857154917868938
9560,1975,Graduate,0.7256258705046248,2013-03-03,18,856,61,570,40,25,122,1,7,6,8,3,0,1,83003.0,Partner,0,2,0,1674,22,76.0909090909091,0.0493150684931506,6.663013698630137,3.301809210526316,251.23766447368425,1563.5195837653748,0,High,Middle-Aged,2,9.142948208346484,0.0,8.985688476358739,9.034473926885177
1150,1909,Postgraduate,0.7303489161101389,2013-09-26,36,755,144,562,104,64,224,1,4,6,4,1,0,0,83532.0,Partner,0,2,0,1853,15,123.53333333333332,0.0986301369863013,6.046575342465753,2.4807430901676484,306.4544630720435,1907.1485780175728,0,High,Elder,2,6.100286630968722,0.1,6.088570302662722,6.129056334853328
10172,1998,Graduate,0.5975233027391879,2012-08-10,95,456,19,832,75,118,38,1,4,5,11,3,0,0,68655.0,Alone,0,1,0,1538,21,73.23809523809524,0.2602739726027397,7.013698630136987,2.994140625,219.28515625,1364.6705279806386,0,High,Young,2,4.7229053028060655,0.1,4.950941619399439,4.816197093506439
1826,1980,Graduate,0.7419824291989571,2014-06-16,0,189,104,379,111,189,218,1,4,4,6,1,0,1,84835.0,Alone,0,1,0,1190,15,79.33333333333333,0.0,5.424657534246576,2.765151515151515,219.3686868686869,1365.1903614953887,0,High,Middle-Aged,2,8.721002759793496,0.0,8.851731243404084,8.761359595808537
175,1996,Graduate,0.6269597514374486,2013-01-10,93,656,80,455,52,107,93,2,8,4,8,4,0,0,71952.0,Partner,1,3,1,1443,22,65.5909090909091,0.2547945205479452,6.6,3.3333333333333335,218.63636363636363,1360.6329169825112,0,High,Young,2,4.737836004807157,0.1,4.950941619399439,4.780091794223226
11056,1984,Graduate,0.6282722045641227,2012-10-27,18,546,91,410,119,0,22,1,3,4,10,1,0,0,72099.0,Partner,0,2,0,1188,18,66.0,0.0493150684931506,7.010958904109589,2.567409144196952,169.44900351699883,1054.526740659565,0,High,Middle-Aged,2,6.074188116193595,0.1,6.2712571230894785,6.107811809900365
6184,1979,Postgraduate,0.595800149994643,2012-12-12,6,561,64,785,84,128,48,1,3,3,8,1,0,0,68462.0,Partner,0,2,0,1670,15,111.33333333333331,0.0164383561643835,6.917808219178083,2.168316831683168,241.40594059405936,1502.3341207490312,0,High,Middle-Aged,2,6.648914651240392,0.1,6.556470609247283,6.494452593221845
7274,1967,Graduate,0.6864754830184636,2012-09-28,87,736,163,818,212,163,61,1,4,7,10,2,0,0,78618.0,Partner,0,2,0,2153,22,97.86363636363636,0.2383561643835616,6.901369863013699,3.187772925764192,311.9670504168321,1941.45489227523,0,High,Senior,2,5.554110531439994,0.1,5.093474532386697,5.376178664861346
5125,1970,Graduate,0.6946180493553801,2013-05-17,64,333,0,815,129,42,29,1,4,10,11,2,0,0,79530.0,Partner,0,2,0,1348,26,51.84615384615385,0.1753424657534246,6.331506849315068,4.106447425356989,212.9035049762008,1324.955795063308,0,High,Middle-Aged,2,5.572537832194805,0.1,5.136294783743758,5.232513339115794
5955,1972,Graduate,0.6276115138745044,2012-11-17,27,833,33,549,151,133,233,1,4,3,8,3,0,0,72025.0,Partner,0,2,0,1932,16,120.75,0.073972602739726,6.928767123287671,2.3092131277184658,278.83748517200473,1735.280693950178,0,High,Middle-Aged,2,6.448305747347286,0.1,6.205078224742409,6.342841963780089
1245,1976,Graduate,0.5542659190743188,2012-11-11,45,977,12,253,16,12,101,4,4,3,12,8,0,0,63810.0,Alone,1,2,1,1371,23,59.608695652173914,0.1232876712328767,6.895890410958904,3.335319825188717,198.81406436233613,1237.273415232938,0,High,Middle-Aged,2,5.881309829580241,0.1,5.8989265096371035,5.850787696334036
1729,1971,Postgraduate,0.5776222277775793,2013-10-02,14,1043,24,97,32,24,157,2,3,5,10,6,0,0,66426.0,Partner,1,3,1,1377,20,68.85,0.0383561643835616,6.09041095890411,3.2838506522717044,226.09311740890683,1407.03830201549,0,High,Middle-Aged,2,6.462718207119501,0.1,6.454339923196146,6.454052552681894
9799,1978,Postgraduate,0.7315274454483768,2013-05-08,57,866,21,151,28,21,86,3,2,2,12,5,0,0,83664.0,Alone,2,3,1,1173,19,61.73684210526316,0.1561643835616438,6.375342465753424,2.98023205844435,183.9901160292222,1145.019996239794,0,High,Middle-Aged,2,5.178352141292906,0.1,5.248820161424574,5.29573368917758
8318,1989,Graduate,0.7907753294525195,2014-01-03,7,594,134,786,33,134,57,0,5,6,8,1,0,0,90300.0,Partner,0,2,0,1738,19,91.47368421052632,0.0191780821917808,5.854794520547945,3.245203556387459,296.8507253158633,1847.3819339891352,0,Very High,Young,2,6.9160613508669915,0.1,6.556470609247283,6.777573878068071
2669,2003,Graduate,0.6478607906860469,2014-05-04,66,375,152,335,93,91,81,1,5,4,6,2,0,0,74293.0,Alone,0,1,0,1127,16,70.4375,0.1808219178082191,5.361643835616438,2.9841594276954524,210.19672968829843,1308.1108041645375,0,High,Young,2,4.7481353009604685,0.1,4.944829295583023,4.7369470518279515
3428,2001,Postgraduate,0.5977643655583729,2013-10-06,56,919,0,505,99,30,45,1,4,9,10,2,0,0,68682.0,Partner,0,2,0,1598,24,66.58333333333333,0.1534246575342465,5.964383561643835,4.023886081763895,267.923748277446,1667.3615728166003,0,High,Young,2,5.888182172180551,0.1,5.333481559398723,5.714646999866607
