ID,Year_Birth,Education,Income,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,IncomeRaw,Living_With,Children,Family_Size,Is_Parent,TotalSpend,TotalPurchases,AvgPurchaseValue,RecencyYears,CustomerSinceYears,AvgFrequencyRate,CustomerValue,CLV,Churn,IncomeBracket,AgeGroup,Segment,SatisfactionScore,ChurnScore
387,1986,Undergraduate,0.0515160172850969,2012-11-13,59,6,16,11,11,1,16,1,2,0,3,8,0,0,7500.0,Partner,0,2,0,61,6,10.166666666666666,0.1616438356164383,6.852054794520548,0.8756497401039585,8.902439024390244,55.40227332979851,1,Low,Middle-Aged,0,3.3406057944397323,0.65
2125,1969,Graduate,0.5473286668333274,2013-11-15,82,194,61,480,225,112,30,1,3,4,8,2,0,0,63033.0,Alone,0,1,0,1102,16,68.875,0.2246575342465753,5.7835616438356166,2.7664613927048793,190.54002842254857,1185.7818633761046,0,High,Middle-Aged,2,4.33951052123902,0.1
8180,1962,Postgraduate,0.5144816256562265,2013-11-15,53,233,2,53,3,5,14,3,6,1,5,6,0,0,59354.0,Alone,2,3,1,310,15,20.666666666666668,0.1452054794520547,5.863013698630137,2.5584112149532707,52.87383177570093,329.04808131856964,0,High,Senior,1,4.231034024343455,0.1
2569,1997,Graduate,0.1392182422056355,2012-10-10,38,3,14,17,6,1,5,1,1,0,3,8,0,0,17323.0,Partner,0,2,0,46,5,9.2,0.1041095890410958,7.002739726027397,0.7140062597809077,6.568857589984351,40.879768192488264,1,Low,Young,0,3.7749644758266623,0.5
2114,1956,Postgraduate,0.7238134352344558,2012-11-24,23,1006,22,115,59,68,45,1,7,6,12,3,0,1,82800.0,Alone,0,1,0,1315,26,50.57692307692308,0.0630136986301369,6.92054794520548,3.756927949326999,190.013855898654,1182.5073501884744,0,High,Senior,2,8.909759689234921,0.0
9736,1990,Graduate,0.3582014928038284,2012-12-24,51,53,5,19,2,13,4,3,3,0,3,8,0,0,41850.0,Partner,2,4,1,96,9,10.666666666666666,0.1397260273972602,6.761643835616439,1.331037277147488,14.19773095623987,88.35629976745824,0,Middle,Young,0,3.736352357193028,0.25
4939,1956,Graduate,0.3216849398235777,2012-08-31,20,84,5,38,150,12,28,2,4,1,6,7,0,0,37760.0,Partner,0,2,0,317,13,24.384615384615383,0.0547945205479452,7.161643835616438,1.8152257077276208,44.263580719204285,275.46417232876485,0,Middle,Senior,0,4.918223219832823,0.1
6565,1959,Postgraduate,0.6719849291096746,2013-03-28,91,1012,80,498,0,16,176,2,11,4,9,5,0,0,76995.0,Partner,1,3,1,1782,26,68.53846153846153,0.2493150684931507,6.394520547945206,4.065981148243359,278.6760925449871,1734.2763042081142,0,High,Senior,2,5.333626116294784,0.1
2278,1995,Undergraduate,0.286436198707189,2012-11-03,86,4,17,19,30,24,39,2,2,1,3,6,0,0,33812.0,Alone,1,2,1,133,8,16.625,0.2356164383561644,6.8054794520547945,1.1755233494363928,19.54307568438003,121.62181822358748,0,Middle,Young,0,2.8725408842933065,0.35
9360,1992,Graduate,0.3152565979786436,2012-08-08,41,86,2,73,69,38,48,1,4,2,5,8,0,0,37040.0,Partner,0,2,0,316,12,26.333333333333332,0.1123287671232876,7.167123287671234,1.6743119266055044,44.09021406727828,274.38526500797764,0,Middle,Young,0,4.355295401143041,0.1
5376,1989,Graduate,0.0064015570872468,2013-01-06,42,1,1,1725,1,1,1,15,0,28,0,1,0,0,2447.0,Partner,1,3,1,1730,43,40.23255813953488,0.1150684931506849,6.75068493150685,6.369724025974025,256.2702922077922,1594.8389802283314,0,Low,Young,1,7.42750702750801,0.1
1993,1959,Postgraduate,0.5078122209921073,2012-12-23,63,867,0,86,0,0,19,3,2,3,9,8,0,0,58607.0,Partner,1,3,1,972,17,57.1764705882353,0.1726027397260274,6.7315068493150685,2.5254375254375256,144.3956043956044,898.6126970855232,0,High,Senior,1,4.7303450489534065,0.1
4047,1964,Postgraduate,0.5677832934538052,2014-01-11,0,384,0,102,21,32,5,3,6,2,9,4,0,0,65324.0,Partner,1,3,1,544,20,27.2,0.0,5.852054794520548,3.417602996254682,92.95880149812734,578.5076331216414,0,High,Senior,1,6.011249338626642,0.1
1409,1961,Graduate,0.3478357915788722,2013-03-18,69,270,3,27,39,6,99,7,7,1,5,8,0,0,40689.0,Partner,1,3,1,444,20,22.2,0.1890410958904109,6.482191780821918,3.0853761622992395,68.49535080304311,426.26499733544046,0,Middle,Senior,1,4.256448377440936,0.1
7892,1979,Graduate,0.1505214099496446,2013-01-02,89,6,4,25,15,12,13,2,2,1,3,7,0,0,18589.0,Alone,0,1,0,75,8,9.375,0.2438356164383561,6.632876712328767,1.2061131763733994,11.30731102850062,70.36843886374656,1,Low,Middle-Aged,0,2.7454711671941605,0.5
2404,1986,Graduate,0.4609567515445877,2013-05-27,4,173,4,30,3,6,41,4,5,1,4,7,0,0,53359.0,Partner,2,4,1,257,14,18.357142857142858,0.010958904109589,6.468493150684931,2.164337145277425,39.73104616687844,247.2569902905917,0,Middle,Middle-Aged,0,5.303121518380086,0.1
9422,1999,Graduate,0.3270418913610228,2013-05-31,26,36,2,42,20,21,10,2,2,1,4,3,0,0,38360.0,Partner,1,3,1,131,9,14.555555555555555,0.0712328767123287,6.397260273972603,1.4068522483940042,20.47751605995717,127.43709210036307,0,Middle,Young,0,4.37098400679901,0.1
1966,1975,Postgraduate,0.7400449983929145,2013-11-22,96,684,100,801,21,66,0,1,6,9,10,2,0,0,84618.0,Partner,0,2,0,1672,26,64.3076923076923,0.2630136986301369,5.726027397260274,4.54066985645933,292.0,1817.1945652173913,0,High,Middle-Aged,2,5.109225182803289,0.1
6864,1999,Postgraduate,0.082577407949716,2014-05-22,34,8,4,10,2,2,4,2,3,0,3,5,0,0,10979.0,Alone,0,1,0,30,8,3.75,0.0931506849315068,5.4,1.4814814814814814,5.555555555555555,34.5737169942426,1,Low,Young,0,4.026205440642113,0.5
3033,1973,Postgraduate,0.329363237027249,2013-05-11,56,112,17,44,34,22,89,1,2,5,3,3,0,0,38620.0,Partner,0,2,0,318,11,28.90909090909091,0.1534246575342465,6.36986301369863,1.7268817204301077,49.92258064516129,310.68165147265074,0,Middle,Middle-Aged,0,3.939568859336565,0.1
5710,1980,Graduate,0.3465769079675725,2012-10-10,31,110,0,5,2,0,3,2,2,1,4,5,0,0,40548.0,Partner,1,3,1,120,9,13.333333333333334,0.084931506849315,7.021917808219178,1.2817011314865392,17.089348419820524,106.35161325891872,0,Middle,Middle-Aged,0,4.240272255379939,0.1
7373,1962,Postgraduate,0.4006999750008928,2012-10-29,8,96,12,96,33,22,43,6,4,1,6,6,0,1,46610.0,Alone,2,3,1,302,17,17.764705882352942,0.021917808219178,7.032876712328767,2.4172185430463573,42.94117647058823,267.2344948849105,0,Middle,Senior,0,7.801583690896573,0.0
8755,1956,Postgraduate,0.5975411592443126,2013-02-20,4,482,34,471,119,68,22,1,3,5,9,7,0,0,68657.0,Partner,0,2,0,1196,18,66.44444444444444,0.010958904109589,6.7315068493150685,2.673992673992674,177.67195767195764,1105.7003968253966,0,High,Senior,2,6.418604117629105,0.1
10738,1961,Postgraduate,0.425511588871826,2013-08-29,55,40,0,19,2,1,3,1,2,0,3,7,0,0,49389.0,Alone,2,3,1,65,6,10.833333333333334,0.1506849315068493,6.071232876712329,0.9882671480144404,10.706227436823106,66.62773394580914,1,Middle,Senior,0,3.440632689777538,0.65
4339,1980,Postgraduate,0.585898717902932,2013-12-31,37,702,17,151,0,8,35,5,5,6,12,2,0,0,67353.0,Partner,1,3,1,913,28,32.607142857142854,0.1013698630136986,5.780821917808219,4.843601895734597,157.93601895734596,982.8783400731504,0,High,Middle-Aged,1,5.923930644031703,0.1
10755,1986,Undergraduate,0.1963144173422377,2013-09-02,76,6,3,14,15,7,36,3,3,1,2,7,0,0,23718.0,Partner,1,3,1,81,9,9.0,0.2082191780821917,6.002739726027397,1.4993153811045186,13.493838429940666,83.97578718770464,0,Low,Middle-Aged,0,3.120647815076425,0.25
8595,1983,Graduate,0.3633709510374629,2014-02-11,99,55,0,6,2,0,4,2,1,1,3,5,0,0,42429.0,Alone,1,2,1,67,7,9.571428571428571,0.2712328767123287,5.495890410958904,1.273678963110668,12.190927218344964,75.86742015800424,1,Middle,Middle-Aged,0,2.4405829139429076,0.5
2968,1953,Postgraduate,0.4215742294918038,2013-02-01,53,437,8,206,160,49,42,2,7,10,5,6,0,1,48948.0,Alone,0,1,0,902,24,37.583333333333336,0.1452054794520547,6.64931506849315,3.609394313967862,135.65306963329215,844.205551002311,0,Middle,Senior,1,7.683676414468421,0.0
8601,1990,Graduate,0.6989125388378986,2013-04-29,3,421,76,536,82,178,102,2,8,6,5,4,0,0,80011.0,Partner,1,3,1,1395,21,66.42857142857143,0.0082191780821917,6.547945205479452,3.207112970711297,213.0439330543933,1325.829716777333,0,High,Young,2,6.801130382575426,0.1
503,1995,Postgraduate,0.1681100674975894,2013-03-12,88,13,1,29,3,0,7,2,2,0,3,8,0,0,20559.0,Partner,1,3,1,53,7,7.571428571428571,0.2410958904109589,6.446575342465754,1.085847853803655,8.221419464513387,51.16410537426781,1,Low,Young,0,2.691997991760152,0.65
8430,1967,Graduate,0.1809221099246455,2012-12-24,4,9,0,6,3,1,3,1,0,0,3,5,0,0,21994.0,Partner,1,3,1,22,4,5.5,0.010958904109589,6.890410958904109,0.58051689860835,3.192842942345925,19.869920693231915,1,Low,Senior,0,4.51359074882315,0.5
2139,1985,Postgraduate,0.0515160172850969,2013-10-02,19,3,1,10,3,2,12,3,2,0,3,5,0,0,7500.0,Partner,1,3,1,31,8,3.875,0.0520547945205479,6.076712328767123,1.3165013525698828,5.101442741208296,31.74765076743639,1,Low,Middle-Aged,0,4.388057322916323,0.5
1371,1986,Graduate,0.69828756115853,2014-06-28,72,123,164,266,227,30,174,1,2,4,9,1,0,0,79941.0,Alone,0,1,0,984,16,61.5,0.1972602739726027,5.1945205479452055,3.080168776371308,189.43037974683543,1178.8762211062192,0,High,Middle-Aged,2,4.4684442716515145,0.1
9909,2006,Undergraduate,0.0515160172850969,2012-11-09,24,3,18,14,15,22,50,3,3,1,3,9,0,1,7500.0,Partner,0,2,0,122,10,12.2,0.0657534246575342,6.958904109589041,1.437007874015748,17.531496062992122,109.10321700616224,0,Low,Young,0,6.8492777485427245,0.0
7286,1978,Graduate,0.3571122459912146,2013-05-24,92,13,6,15,3,5,13,1,2,0,2,10,0,0,41728.0,Partner,1,3,1,55,5,11.0,0.2520547945205479,6.235616438356164,0.8018453427065027,8.82029876977153,54.891092424734474,1,Middle,Middle-Aged,0,2.484221777357813,0.65
6566,1964,Postgraduate,0.6322988464697689,2012-11-08,39,826,50,317,50,38,38,9,5,2,12,8,0,0,72550.0,Partner,2,4,1,1319,28,47.107142857142854,0.1068493150684931,6.920547945205479,4.045922406967538,190.59184481393507,1186.1043307213672,0,High,Senior,1,6.260030189146123,0.1
8614,1967,Graduate,0.5692296703689154,2014-05-12,29,245,19,125,37,67,14,1,4,2,10,2,0,0,65486.0,Alone,1,2,1,507,17,29.823529411764707,0.0794520547945205,5.441095890410959,3.124370594159114,93.1797583081571,579.8827068008669,0,High,Senior,1,5.10834232746477,0.1
4114,1974,Postgraduate,0.691162815613728,2012-08-11,2,650,37,780,27,167,32,1,6,9,13,3,0,0,79143.0,Partner,0,2,0,1693,29,58.37931034482759,0.0054794520547945,7.265753424657534,3.9913273001508296,233.0109351432881,1450.089743077415,0,High,Middle-Aged,2,7.56091445787254,0.1
1331,1987,Graduate,0.304096282275633,2013-01-02,54,12,6,20,30,1,3,2,2,0,3,7,0,0,35790.0,Alone,1,2,1,72,7,10.285714285714286,0.147945205479452,6.728767123287671,1.0403094462540716,10.700325732899024,66.59100605438323,1,Middle,Middle-Aged,0,3.528031271514478,0.5
2225,1987,Graduate,0.7218670761758508,2014-06-07,54,510,120,550,156,40,241,1,4,9,7,1,0,1,82582.0,Alone,0,1,0,1617,21,77.0,0.147945205479452,5.301369863013699,3.9612403100775193,305.015503875969,1898.1935477755308,0,High,Middle-Aged,2,8.166118961786703,0.0
9381,1988,Graduate,0.5771490303917717,2013-06-12,57,328,9,124,12,24,109,7,4,2,10,3,0,0,66373.0,Partner,2,4,1,606,23,26.347826086956523,0.1561643835616438,6.27945205479452,3.6627399650959864,96.50523560209426,600.5780467505123,0,High,Middle-Aged,1,4.868623546591718,0.1
6260,1965,Postgraduate,0.720099282168494,2012-11-19,55,984,51,432,180,120,190,1,3,10,13,1,0,1,82384.0,Partner,0,2,0,1957,27,72.48148148148148,0.1506849315068493,6.846575342465753,3.943577430972389,285.83633453381356,1778.8364166318704,0,High,Senior,2,8.804101774580197,0.0
10383,1976,Graduate,0.6120942109210384,2013-04-02,30,295,35,482,121,120,40,1,5,5,10,3,0,1,70287.0,Alone,0,1,0,1093,21,52.04761904761905,0.0821917808219178,6.547945205479452,3.207112970711297,166.9225941422594,1038.8042153674733,0,High,Middle-Aged,1,8.247677588604569,0.0
7437,1998,Graduate,0.2339916431556016,2014-04-28,31,13,0,8,2,1,5,1,1,0,4,3,0,0,27938.0,Alone,1,2,1,29,6,4.833333333333333,0.084931506849315,5.4739726027397255,1.0960960960960962,5.297797797797798,32.969621115680894,1,Low,Young,0,3.984012739336245,0.5
8375,1978,Postgraduate,0.4841255669440377,2014-03-03,63,447,0,28,0,0,43,3,8,2,6,7,0,0,55954.0,Partner,1,3,1,518,19,27.26315789473684,0.1726027397260274,5.53972602739726,3.429772502472799,93.50642927794264,581.9156681395949,0,Middle,Middle-Aged,1,4.41412716025586,0.1
6853,1992,Postgraduate,0.661110317488661,2013-07-04,12,712,26,538,69,13,80,1,3,6,11,1,0,1,75777.0,Alone,0,1,0,1438,21,68.47619047619048,0.0328767123287671,6.342465753424658,3.311015118790497,226.7257019438445,1410.9750457789464,0,High,Young,2,9.00725682507604,0.0
3076,1985,Graduate,0.579648941109246,2012-09-07,18,452,18,102,16,18,6,4,4,2,12,3,0,0,66653.0,Partner,2,4,1,612,22,27.818181818181817,0.0493150684931506,7.147945205479452,3.0778075891146033,85.61901111536987,532.8301427333478,0,High,Middle-Aged,1,5.755942323122186,0.1
1012,1962,Graduate,0.5365254812328131,2013-02-18,26,523,7,134,37,14,169,4,8,2,10,7,0,0,61823.0,Alone,1,2,1,884,24,36.833333333333336,0.0712328767123287,6.676712328767123,3.5945835043085763,132.40049240869925,823.9638877986122,0,High,Senior,1,5.93429548860922,0.1
6518,1961,Postgraduate,0.5888182564908395,2013-06-11,8,546,0,48,0,6,6,1,7,3,8,5,0,0,67680.0,Alone,1,2,1,606,19,31.894736842105264,0.021917808219178,6.416438356164384,2.961144321093083,94.44491887275832,587.7561413971707,0,High,Senior,1,5.82072669850818,0.1
4137,1958,Graduate,0.6154780186421913,2013-12-06,29,398,40,367,119,122,30,1,7,4,4,4,0,0,70666.0,Partner,0,2,0,1076,16,67.25,0.0794520547945205,5.8712328767123285,2.7251516565562297,183.26644890340648,1140.5164210067155,0,High,Senior,2,5.590104809881916,0.1
8082,1981,Graduate,0.2141977072247419,2013-05-21,75,1,3,6,3,6,15,1,1,1,2,7,0,1,25721.0,Partner,1,3,1,34,5,6.8,0.2054794520547945,6.2904109589041095,0.7948606271777003,5.405052264808362,33.637094521663386,0,Low,Middle-Aged,0,5.255351055851969,0.4
1386,1977,Graduate,0.2744901967786864,2014-05-11,0,10,0,1,0,0,0,1,1,0,2,7,0,0,32474.0,Partner,2,4,1,11,4,2.75,0.0,5.523287671232877,0.7242063492063492,1.99156746031746,12.394060154632504,1,Middle,Middle-Aged,0,4.599422313543922,0.5
9369,1989,Undergraduate,0.7719724295560872,2014-03-19,19,688,14,309,201,24,38,1,11,10,10,5,0,1,88194.0,Alone,1,2,1,1274,32,39.8125,0.0520547945205479,5.616438356164384,5.697560975609756,226.8341463414634,1411.649924443266,0,Very High,Young,2,9.307482946655668,0.0
4477,1968,Graduate,0.60146066211921,2013-09-27,4,247,49,159,7,82,109,1,5,2,10,4,0,0,69096.0,Partner,1,3,1,653,18,36.27777777777778,0.010958904109589,6.131506849315068,2.9356568364611264,106.49910634495086,662.772593323814,0,High,Senior,1,5.904733149292477,0.1
1357,1980,Graduate,0.652869540373558,2013-04-08,90,856,59,487,58,29,73,7,2,5,5,5,0,0,74854.0,Partner,3,5,1,1562,19,82.21052631578948,0.2465753424657534,6.367123287671233,2.98407917383821,245.3227194492255,1526.7092894091898,0,High,Middle-Aged,2,4.752492222781887,0.1
1402,1964,Postgraduate,0.5826666904753401,2012-09-11,1,496,36,460,189,60,12,3,4,8,6,3,0,0,66991.0,Partner,0,2,0,1253,21,59.666666666666664,0.0027397260273972,7.183561643835616,2.9233409610983982,174.42601067887108,1085.4999953362849,0,High,Senior,1,6.714868656320804,0.1
6312,1969,Graduate,0.5651673154530195,2013-03-17,29,258,107,291,84,37,86,4,10,3,13,7,0,0,65031.0,Partner,1,3,1,863,30,28.766666666666666,0.0794520547945205,6.594520547945205,4.54923140839219,130.86622351474867,814.4157196627591,0,High,Middle-Aged,1,6.1825232742994665,0.1
8132,1985,Postgraduate,0.5258830041784222,2013-04-05,88,565,6,65,0,6,19,5,9,2,8,7,0,0,60631.0,Partner,2,4,1,661,24,27.541666666666668,0.2410958904109589,6.38082191780822,3.761270931730356,103.59167024474024,644.6788362004592,0,High,Middle-Aged,1,4.231515395583714,0.1
1050,1962,Graduate,0.2375093746651905,2014-04-30,58,14,10,13,4,15,9,1,2,1,4,2,0,0,28332.0,Partner,0,2,0,65,8,8.125,0.1589041095890411,5.394520547945206,1.482986287455561,12.049263585576432,74.98580925541545,1,Low,Senior,0,3.481879035708938,0.5
5846,1987,Graduate,0.3438805756937252,2012-12-19,68,2,1,6,2,1,1,1,1,0,2,6,0,0,40246.0,Alone,1,2,1,13,4,3.25,0.1863013698630137,6.728767123287671,0.5944625407166124,1.9320032573289905,12.02337609315253,1,Middle,Middle-Aged,0,2.965209969014031,0.65
1859,1982,Postgraduate,0.6564140566408342,2012-08-27,34,721,111,925,97,18,18,1,7,6,5,5,0,1,75251.0,Partner,0,2,0,1890,19,99.47368421052632,0.0931506849315068,7.134246575342466,2.66321044546851,264.9193548387097,1648.664424088359,0,High,Middle-Aged,2,8.792253896905027,0.0
7503,1986,Graduate,0.6615388736116566,2012-10-12,40,1032,105,779,137,105,51,0,5,8,9,4,0,1,75825.0,Alone,0,1,0,2209,22,100.4090909090909,0.1095890410958904,6.991780821917809,3.1465517241379306,315.94239811912223,1966.1945506295149,0,High,Middle-Aged,2,9.11992022756774,0.0
10401,1986,Undergraduate,0.2195993000249991,2013-09-04,12,1,0,5,0,3,9,1,0,0,3,3,1,0,26326.0,Partner,0,2,0,18,4,4.5,0.0328767123287671,6.1726027397260275,0.6480248557478917,2.9161118508655126,18.14774865396862,1,Low,Middle-Aged,0,1.9353459021071155,0.8
1618,1975,Graduate,0.4849469661797793,2013-01-02,9,577,0,64,0,0,51,2,10,1,8,8,0,1,56046.0,Partner,0,2,0,692,21,32.95238095238095,0.0246575342465753,6.852054794520548,3.0647740903638545,100.99160335865652,628.4979203970586,0,Middle,Middle-Aged,1,8.373456821102167,0.0
3332,1995,Graduate,0.2502589193243098,2012-08-29,87,64,4,68,7,5,17,4,3,1,4,8,0,0,29760.0,Alone,1,2,1,165,12,13.75,0.2383561643835616,6.983561643835617,1.7183209101608474,23.626912514711652,147.03663361164652,0,Middle,Young,0,3.1056187904390247,0.25
2261,1979,Graduate,0.2194028784686261,2013-06-23,5,4,1,5,2,0,4,1,1,0,2,7,0,0,26304.0,Partner,1,3,1,16,4,4.0,0.0136986301369863,6.391780821917808,0.6258036862408916,2.503214744963566,15.578178870273392,1,Low,Middle-Aged,0,4.483852248116353,0.5
5346,1983,Undergraduate,0.1948948251848148,2013-07-03,87,25,5,19,7,0,23,3,3,0,3,7,0,0,23559.0,Partner,1,3,1,79,9,8.777777777777779,0.2383561643835616,6.13972602739726,1.465863453815261,12.86702365015618,80.07495016297072,0,Low,Middle-Aged,0,2.854091051267675,0.25
4119,1973,Postgraduate,0.329363237027249,2013-05-11,56,112,17,44,34,22,89,1,2,5,3,3,0,0,38620.0,Partner,0,2,0,318,11,28.90909090909091,0.1534246575342465,6.36986301369863,1.7268817204301077,49.92258064516129,310.68165147265074,0,Middle,Middle-Aged,0,3.939568859336565,0.1
535,1997,Graduate,0.7109656797971501,2014-02-25,18,163,23,424,27,65,76,1,3,10,13,1,0,0,81361.0,Alone,0,1,0,778,27,28.814814814814813,0.0493150684931506,5.67945205479452,4.75397973950796,136.98504582730342,852.4947972377777,0,High,Young,1,6.196605943562396,0.1
5268,1970,Graduate,0.2474018785043391,2013-08-11,95,17,8,14,10,4,3,2,1,0,4,7,0,0,29440.0,Partner,2,4,1,56,7,8.0,0.2602739726027397,6.010958904109589,1.164539653600729,9.316317228805833,57.97794875351749,1,Low,Middle-Aged,0,2.52641447866368,0.65
273,1980,Postgraduate,0.3072033141673512,2013-07-16,48,130,0,16,0,0,5,5,3,1,4,7,0,0,36138.0,Partner,2,4,1,151,13,11.615384615384617,0.1315068493150684,6.210958904109589,2.093074547860609,24.311865902073222,151.29928283404615,0,Middle,Middle-Aged,0,4.087437910791463,0.1
4452,1967,Graduate,0.4344309131816721,2014-05-28,3,292,6,37,0,3,34,4,6,1,6,7,0,1,50388.0,Alone,1,2,1,372,17,21.88235294117647,0.0082191780821917,5.468493150684931,3.1087174348697397,68.02605210420842,423.3444252635706,0,Middle,Senior,1,7.9881304094093135,0.0
8504,1983,Graduate,0.6951805292668118,2014-05-12,70,350,60,568,110,133,145,1,5,6,7,2,0,0,79593.0,Partner,0,2,0,1366,19,71.89473684210526,0.1917808219178082,5.328767123287672,3.5655526992287916,256.34447300771205,1595.3006273052415,0,High,Middle-Aged,2,5.048213938585633,0.1
771,1977,Graduate,0.4682689903932002,2014-01-21,79,135,9,39,4,0,7,1,2,2,5,2,0,0,54178.0,Partner,1,3,1,194,10,19.4,0.2164383561643835,5.608219178082192,1.783097215437225,34.59208597948217,215.27585836112232,0,Middle,Middle-Aged,0,3.212118592667138,0.25
11178,1982,Postgraduate,0.3630584621977786,2014-03-23,69,15,2,10,0,1,4,1,1,0,3,7,0,0,42394.0,Alone,1,2,1,32,5,6.4,0.1890410958904109,5.468493150684932,0.9143286573146292,5.851703406813627,36.41672475385553,1,Middle,Middle-Aged,0,3.0158440783246308,0.65
2230,1980,Postgraduate,0.1954930181064962,2014-05-24,84,27,2,14,0,0,0,3,3,1,3,5,0,0,23626.0,Partner,1,3,1,43,10,4.3,0.2301369863013698,5.257534246575342,1.9020323084940072,8.17873892652423,50.89849290277998,1,Low,Middle-Aged,0,2.9489170888224163,0.55
7516,1993,Graduate,0.2532588121852791,2014-05-22,30,5,3,11,12,5,9,1,2,0,3,6,0,0,30096.0,Partner,1,3,1,45,6,7.5,0.0821917808219178,5.410958904109589,1.108860759493671,8.316455696202533,51.75554141441938,1,Middle,Young,0,4.023214793787729,0.5
7247,1970,Graduate,0.4123602728473983,2012-11-22,72,505,0,26,0,0,75,5,7,4,6,6,0,0,47916.0,Alone,1,2,1,606,22,27.545454545454547,0.1972602739726027,6.791780821917808,3.239209358612344,89.2254941508673,555.2742570198363,0,Middle,Middle-Aged,1,4.451004294036301,0.1
11100,1982,Graduate,0.4471536730831041,2013-04-11,37,51,2,7,0,1,2,2,2,0,3,7,0,0,51813.0,Alone,2,3,1,63,7,9.0,0.1013698630136986,6.504109589041096,1.0762426284751474,9.686183656276327,60.27972704754405,1,Middle,Middle-Aged,0,3.928540336963964,0.5
4646,1961,Undergraduate,0.6853951644584121,2013-12-01,44,207,26,447,75,0,223,1,5,7,12,2,0,0,78497.0,Partner,0,2,0,978,25,39.12,0.1205479452054794,5.843835616438356,4.278012189404595,167.35583684950774,1041.5004013025134,0,High,Senior,1,5.646879987185283,0.1
3037,1993,Postgraduate,0.4323059890718189,2013-06-20,32,135,46,92,65,61,11,2,5,2,7,5,0,0,50150.0,Partner,0,2,0,410,16,25.625,0.0876712328767123,6.326027397260274,2.5292334343871805,64.8116067561715,403.3400669874028,0,Middle,Young,1,4.887651025105661,0.1
